Title,Date,Link,Description,Bill_Number,PDF Link
"H.R. 1222, Keep our Promise to America&#039;s Military Retirees Act","Thu, 23 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20383,"Cost estimate for the bill as introduced on February 28, 2007",H.R. 1222,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr12220.pdf
"H.R. 6853, Nationwide Mortgage Fraud Coordinator Act of 2008","Thu, 23 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20386,"Cost estimate for the bill as passed by the House of Representatives on September 22, 2008",H.R. 6853,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr68530.pdf
"S. 1756, Republic of the Marshall Islands Supplemental Nuclear Compensation Act of 2007","Wed, 22 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20388,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 1756,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s17560.pdf
"S. 2052, Equal Justice for United States Military Personnel Act of 2007","Wed, 22 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20389,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 12, 2008",S. 2052,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s205200.pdf
"S. 3189, Endangered Fish Recovery Programs Improvement Act of 2008","Wed, 22 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20390,"Cost estimate for the bill as reported by the Seante Committee on Energy and Natural Resources on September 16, 2008",S. 3189,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s31890.pdf
"S. 1080, Crow Tribe Land Restoration Act","Tue, 21 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20384,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on June 19, 2008",S. 1080,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s108010.pdf
"S. 1492, Broadband Data Improvement Act","Tue, 21 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20387,"Cost estimate for the bill as cleared by the Congress on September 30, 2008, and signed by the President on October 10, 2008",S. 1492,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s1492cleared0.pdf
"S. 2779, A bill to amend the Surface Mining Control and Reclamation Act of 1977 to clarify that uncertified states and Indian tribes have the authroity to use certain payments for certain noncoal reclamation projects","Fri, 17 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20379,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 2779,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s27790.pdf
"S. 2617, Veterans&#039; Compensation Cost-of-Living Adjustment Act of 2008","Fri, 17 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20382,"Estimate of the direct spending and revenue effects of the bill as cleared by the Congress on September 10, 2008, and signed by the President on September 24, 2008",S. 2617,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s261700.pdf
"S. 2609, Global Service Fellowship Program Act of 2008","Fri, 10 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20378,"Cost estimate for the bill as reported by the Senate Committee on Foreign Relations on September 23, 2008",S. 2609,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s26090.pdf
"S. 3499, A bill to protect innocent Americans from violent crime in national parks","Thu, 09 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20372,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3499,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3499senr0.pdf
"S. 3023, Veterans&#039; Benefits Improvement Act of 2008","Thu, 09 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20380,"Estimate of the direct spending and revenue effects of the bill as cleared by the Congress on September 27, 2008",S. 3023,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s302300.pdf
"S. 3065, Dominguez-Escalante National Conservation Area and Dominguez Canyon Wilderness Act","Thu, 09 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20381,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3065,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3065senr0.pdf
"H.R. 1014, Heart Disease Education, Analysis Research, and Treatment for Women Act","Thu, 09 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20369,"Cost estimate for the bill as passed by the House of Representatives on September 25, 2008",H.R. 1014,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr101400.pdf
"H.R. 1943, Stop AIDS in Prison Act of 2007","Wed, 08 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20370,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 25, 2008",H.R. 1943,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr1943-s00.pdf
"S. 2805, Rio Grande Pueblos Irrigation Infrastructure Improvement Act","Wed, 08 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20371,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natrual Resources on September 16, 2008",S. 2805,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s280500.pdf
"H.R. 5501, Tom Lantos and Henry J. Hyde U.S. Global Leadership Against HIV/AIDS, Tuberculosis, and Malaria Reauthorization Act of 2008","Wed, 08 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20356,"Estimate of the direct spending and revenue effects of the bill as cleared by the Congress on July 24, 2008, and signed by the President on July 30, 2008
",H.R. 5501,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr550110.pdf
"H.R. 642, Honorable Stephanie Tubbs Jones College Fire Prevention Act","Wed, 08 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20357,"Cost estimate for the bill as passed by the U.S. House of Representatives on September 23, 2008",H.R. 642,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr64200.pdf
"H.R. 7081, United States-India Nuclear Cooperation Approval and Nonproliferation Enhancement Act","Wed, 08 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20359,"Cost estimate for the bill as transmitted to the President on October 3, 2008",H.R. 7081,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr708100.pdf
"H.R. 6658, Disaster Response, Recovery, and Mitigation Enhancement Act of 2008","Tue, 07 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20358,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on July 31, 2008",H.R. 6658,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr665800.pdf
"S. 3001, Duncan Hunter National Defense Authorization Act for Fiscal Year 2009","Tue, 07 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20362,"Cost estimate for the bill as transmitted to the President on October 6, 2008",S. 3001,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s300110.pdf
"S. 3085, Cooperative Watershed Management Act of 2008","Tue, 07 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20365,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3085,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s308510.pdf
"S. 2535, Martin Van Buren National Historic Site Boundary Revision Act","Mon, 06 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20361,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 2535,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s253500.pdf
"S. 3010, Route 66 Corridor Preservation Program Reauthorization Act","Mon, 06 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20363,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3010,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s301000.pdf
"S. 3194, Oregon Surplus Federal Land Act of 2008","Mon, 06 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20366,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on September 23, 2008",S. 3194,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s319400.pdf
"S. 3662, Implementing the Controlled Unclassified Information Framework Act of 2008","Mon, 06 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20367,"Cost estimate for the bill as reported by the Senate Committee on Homeland Security and Governmental Affairs on October 1, 2008",S. 3662,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s366200.pdf
"H.R. 1139, Riverside-Corona Feeder Water Supply Act","Fri, 03 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20355,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 1139,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr1139-s00.pdf
"H.R. 813, Santa Ana River Water Supply Enhancement Act of 2008","Fri, 03 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20360,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 813,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr813-s00.pdf
"S. 3103, International Space Station Payments Act of 2008","Fri, 03 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20344,"Cost estimate for the bill as reported by the Senate Committee on Foreign Relations on September 23, 2008",S. 3103,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s310300.pdf
"S. 3069, Eastern Sierra and Northern San Gabriel Wild Heritage Act","Fri, 03 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20364,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3069,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s306900.pdf
"S. 3350, A bill to provide that claims of the United States to certain documents relating to Franklin Delano Roosevelt shall be treated as waived and relinquished in certain circumstances","Thu, 02 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20352,"Cost estimate for the bill as reported by the Senate Committee on Homeland Security and Governmental Affairs on September 24, 2008",S. 3350,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s335000.pdf
"H.R. 2614, An act to amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in certain water projects in California","Thu, 02 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20346,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 2614,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr2614-s00.pdf
"H.R. 3971, Death in Custody Reporting Act of 2008","Thu, 02 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20347,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 25, 2008",H.R. 3971,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr3971-sjudiciary00.pdf
"H.R. 903, Colorado Northern Front Range Mountain Backdrop Protection Study Act","Thu, 02 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20349,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 903,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr903-s00.pdf
"S. 1477, Jackson Gulch Rehabilitation Act of 2008","Thu, 02 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20350,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 1477,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s147700.pdf
CBO&#039;s Analysis of Dodd Substitute Amendment for H.R. 1424,"Wed, 01 Oct 2008 12:00:00 -0400",https://www.cbo.gov/publication/41739,"Cost estimate for an amendment proposed by Chairman Dodd, Senate Committee on Banking, Housing, and Urban Affairs, on October 1, 2008",,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr1424dodd00.pdf
"S. 3501, OLC Reporting Act of 2008","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20353,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 25, 2008",S. 3501,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s350110.pdf
"H.R. 6456, An act to provide for extensions of certain authorities of the Department of State, and for other purposes","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20341,"Cost estimate for the bill as passed by the U.S. House of Representatives on July 30, 2008",H.R. 6456,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr645600.pdf
"S. 3045, Kenai Mountains-Turnagain Arm National Heritage Area Act","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20343,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3045,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s304500.pdf
"H.R. 1803, San Diego Water Storage and Efficiency Act of 2007","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20345,"Cost estimate for the bill as ordered by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 1803,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr1803-s00.pdf
"H.R. 838, An act to provide for the conveyance of the Bureau of Land Management parcels known as the White Acre and Gambel Oak properties and related real property to Park City, Utah","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20348,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 838,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr838senr00.pdf
"S. 3325, Enforcement of Intellectual Property Rights Act of 2008","Wed, 01 Oct 2008 00:00:00 -0400",https://www.cbo.gov/publication/20351,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 15, 2008",S. 3325,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s332510.pdf
"H.R. 6870, Payments System Protection Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20335,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on September 16, 2008",H.R. 6870,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr687000.pdf
"S. 3088, Oregon Badlands Wilderness Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20336,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3088,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3088senr00.pdf
"S. 3089, Spring Basin Wilderness Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20337,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3089,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3089senr00.pdf
"S. 3096, A bill to amend the National Cave and Karst Research Institute Act of 1998 to authorize appropriations for the National Cave and Karst Research Institute","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20338,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3096,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3096senr00.pdf
"S. 3136, Fugitive Information Networked Database Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20339,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 18, 2008",S. 3136,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s313610.pdf
"S. 3226, Abraham Lincoln Birthplace National Historical Park Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20340,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",S. 3226,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s3226senr00.pdf
"H.R. 1737, City of Oxnard Water Recycling and Desalination Act of 2007","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20327,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 1737,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr1737-s00.pdf
"H.R. 2632, Sabinoso Wilderness Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20328,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 2632,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr2632senr00.pdf
"H.R. 29, An act to authorize the Secretary of the Interior to construct facilities to provide water for irrigation, municipal, domestic, military, and other uses from the Santa Margarita River, California, and for other purposes","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20329,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 29,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr29-s00.pdf
"H.R. 3022, Sequoia and Kings Canyon National Parks Wilderness Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20330,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 3022,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr3022senr00.pdf
"S. 3136, Fugutive Information Networked Database Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20331,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 18, 2008",S. 3136,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/s313600.pdf
"H.R. 3682, California Desert and Mountain Heritage Act of 2008","Mon, 29 Sep 2008 00:00:00 -0400",https://www.cbo.gov/publication/20332,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on September 16, 2008",H.R. 3682,https://www.cbo.gov//sites/default/files/110th-congress-2007-2008/costestimate/hr3682senr00.pdf
