Title,Date,Link,Description,Bill_Number,PDF Link
"H.R. 5063, Section 3 Amendment to the Armed Forces Tax Fairness Act of 2002","Fri, 15 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14221,"Cost estimate for the bill as passed by the House of Representatives on November 14, 2002",H.R. 5063,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/conrad0.pdf
"H.R. 2458, E-Government Act of 2002","Thu, 14 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14206,"Cost estimate for the bill as ordered reported by the House Committee on Government Reform on October 9, 2002",H.R. 2458,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr24580.pdf
"H.R. 5215, Confidential Information Protection and Statistical Efficiency Act of 2002","Fri, 08 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14208,"Cost estimate for the bill as ordered reported by the House Committee on Government Reform on October 9, 2002",H.R. 5215,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr52150.pdf
"S. 2949, Aviation Security Improvement Act","Fri, 08 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14209,"Cost estimate for the bill as reported by the Senate Committee on Commerce, Science, and Transportation on September 30, 2002",S. 2949,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29490.pdf
"S. 1340, Indian Probate Reform Act of 2002","Mon, 04 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14201,Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs,S. 1340,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s134010.pdf
"H.R. 4939, Veterans Medicare Payment Act of 2002","Fri, 01 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14197,"Cost estimate for the bill as introduced on June 13, 2002",H.R. 4939,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr49390.pdf
"H.R. 5334, Hometown Heroes Survivors Benefits Act of 2002","Fri, 01 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14198,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 9, 2002",H.R. 5334,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr53340.pdf
"S. 1816, A bill to provide for the continuation of higher education through the conveyance of certain public lands in the state of Alaska to the University of Alaska, and for other purposes","Fri, 01 Nov 2002 01:00:00 -0500",https://www.cbo.gov/publication/14199,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 1816,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s181600.pdf
"S. 3059, Assiniboine and Sioux Tribes of the Fort Peck Reservation Judgment Fund Distribution Act of 2002","Wed, 30 Oct 2002 01:00:00 -0500",https://www.cbo.gov/publication/14200,"Cost estimate for the bill as reported by the Senate Committee on Indian Affairs on October 15, 2002",S. 3059,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s30591.pdf
"S. 2980, Birth Defects and Developmental Disabilities Prevention Act of 2002","Wed, 30 Oct 2002 01:00:00 -0500",https://www.cbo.gov/publication/14195,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on October 1, 2002, and passed by the Senate on October 2, 2002",S. 2980,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29800.pdf
"S. 2550, Professional Boxing Amendments Act of 2002","Mon, 28 Oct 2002 01:00:00 -0500",https://www.cbo.gov/publication/14189,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on September 19, 2002",S. 2550,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s25501.pdf
"H.R. 2595, An act to direct the Secretary of the Army to convey a parcel of land to Chatham County, Georgia","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14183,"Cost estimate for the bill as reported by the Senate Committee on Environment and Public Works on September 26, 2002",H.R. 2595,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr2595sen0.pdf
"H.R. 4912, A bill to increase the penalties to be imposed for a violation of fire regulations applicable to the public lands, National Park System lands, or National Forest System lands when the violation results in damage to public or . . .","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14185,"Cost estimate for the bill as reported by the House Committee on Resources on October 21, 2002",H.R. 4912,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr491200.pdf
"S. 1746, Nuclear Security Act of 2002","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14186,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on July 25, 2002",S. 1746,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s17460.pdf
"S. 1806, Pharmacy Education Aid Act of 2002","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14187,"Cost estimate for the bill as passed by the Senate on October 3, 2002",S. 1806,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s18061.pdf
"S. 2711, Indian Programs Reauthorization and Technical Amendments Act of 2002","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14190,"Cost estimate for the bill as reported by the Senate Committee on Indian Affairs on August 28, 2002",S. 2711,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27110.pdf
"S. 2715, A bill to provide an additional extension of the period of the availability of unemployment assistance under the Robert T. Stafford Disaster Relief and Emergency Assistance Act in the case of victims of the terrorist attacks . . .","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14191,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on September 26, 2002",S. 2715,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27150.pdf
"S. 2730, Restore the Apalachicola River Ecosystem Act","Fri, 25 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14192,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on September 26, 2002",S. 2730,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27300.pdf
"S. 2527, A bill to provide for health benefits coverage under chapter 89 of title 5, United States Code, for individuals enrolled in a plan administered by the Overseas Private Investment Corporation","Thu, 24 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14188,"Cost estimate for the bill as ordered reported by the Senate Committee on Governmental Affairs on October 9, 2002",S. 2527,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s25270.pdf
"H.R. 4878, Improper Payments Information Act of 2002","Wed, 23 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14172,"Cost estimate for the bill as passed by the Senate on October 17, 2002",H.R. 4878,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr48780.pdf
"H.R. 5399, Carpinteria and Montecito Water Distribution Systems Conveyance Act of 2002","Wed, 23 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14174,"Cost estimate for the bill as ordered reported by the House Committee on Resources on October 8, 2002",H.R. 5399,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr53990.pdf
"S. 2644, Accountability of Tax Dollars Act of 2002","Wed, 23 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14177,"Cost estimate for the bill as reported by the Senate Committee on Governmental Affairs on October 16, 2002",S. 2644,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26441.pdf
"S. 2773, High Plains Aquifer Hydrogeologic Characterization, Mapping, Modeling, and Monitoring Act","Wed, 23 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14179,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2773,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27732.pdf
"S. 2475, A bill to amend the Central Utah Project Completion Act to clarify the responsibilities of the Secretary of the Interior with respect to the Central Utah Project, to redirect unexpended budget authority for the Central Utah . . .","Tue, 22 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14166,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2475,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s24750.pdf
"H.R. 980, Moccasin Bend National Archeological District Act","Tue, 22 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14175,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",H.R. 980,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr98020.pdf
"S. 1988, Buffalo Soldier Commemoration Act of 2002","Tue, 22 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14176,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 1988,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s19880.pdf
"S. 2672, Community-Based Forest and Public Lands Restoration Act","Tue, 22 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14178,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2672,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26720.pdf
"H.R. 5205, An act to amend the District of Columbia Retirement Protection Act of 1997 to permit the Secretary of the Treasury to use estimated amounts in determining the service longevity component of the federal benefit payment required . . .","Mon, 21 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14163,"Cost estimate for the bill as passed by the House of Representatives on October 10, 2002",H.R. 5205,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr520500.pdf
"H.R. 2880, Five Nations Indian Land Reform Act","Mon, 21 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14161,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on September 25, 2002",H.R. 2880,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr2880sen0.pdf
"S. 2696, Albuquerque Biological Park Title Clarification Act","Fri, 18 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14181,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2696,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26960.pdf
"S. 2756, Champlain Valley National Heritage Partnership Act of 2002","Fri, 18 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14156,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2756,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s275620.pdf
"S. 343, Indian Tribal Development Consolidated Funding Act of 2001","Fri, 18 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14158,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on October 8, 2002",S. 343,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s34300.pdf
"S. 2587, Joint Federal and State Navigable Waters Commission for Alaska Act","Fri, 18 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14180,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2587,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s25870.pdf
"H.R. 4601, A bill to provide for the conveyance of a small parcel of Bureau of Land Management land in Douglas County, Oregon, to the county to improve management of and recreational access to the Oregon Dunes National Recreation Area, . . .","Thu, 17 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14184,"Cost estimate for the bill as reported by the House Committee on Resources on October 16, 2002",H.R. 4601,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr46011.pdf
"H.R. 2826, A bill to increase the waiver requirement for certain local matching requirements for grants provided to American Samoa, Guam, the Virgin Islands, or the Commonwealth of the Northern Mariana Islands, and for other purposes","Thu, 17 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14160,"Cost estimate for the bill as reported by the House Committee on Resources on October 11, 2002",H.R. 2826,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr28260.pdf
"H.R. 5319, Healthy Forests and Wildfire Risk Reduction Act of 2002","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14164,"Cost estimate for the bill as ordered reported by the House Committee on Resources on October 8, 2002",H.R. 5319,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr53190.pdf
"S. 1651, United States Consensus Council Act of 2002","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14165,"Cost estimate for the bill as ordered reported by the Senate Committee on Governmental Affairs on October 9, 2002",S. 1651,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s165100.pdf
"S. 2788, Wind Cave National Park Boundary Revision Act of 2002","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14167,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2788,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27880.pdf
"S. 3054, No Taxation Without Representation Act of 2002","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14168,"Cost estimate for the bill as ordered reported by the Senate Committee on Governmental Affairs on October 9, 2002",S. 3054,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s30540.pdf
"S. 2936, A bill to amend chapter 84 of title 5, United States Code, to provide that certain federal annuity computations are adjusted by 1 percent relating to periods of receiving disability payments, and for other purposes","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14154,"Cost estimate for the bill as ordered reported by the Senate Committee on Governmental Affairs on October 9, 2002",S. 2936,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29360.pdf
"H.R. 4187, Presidential Records Act Amendments of 2002","Wed, 16 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14162,"Cost estimate for the bill as ordered reported by the House Committee on Government Reform on October 9, 2002",H.R. 4187,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr41871.pdf
"S. 3044, Court Services and Offender Supervision Agency Interstate Supervision Act of 2002","Tue, 15 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14148,"Cost estimate for the bill as ordered reported by the Senate Committee on Governmental Affairs on October 9, 2002",S. 3044,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s30440.pdf
"H.R. 4966, National Oceanic and Atmospheric Administration Act","Tue, 15 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14152,"Cost estimate for the bill as ordered reported by the House Committee on Resources on September 12, 2002",H.R. 4966,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr49661.pdf
"H.R. 2155, A bill to amend title 18, United States Code, to make it illegal to operate a motor vehicle with a drug or alcohol in the body of the driver at a land border port of entry, and for other purposes","Tue, 15 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14142,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 9, 2002",H.R. 2155,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr21550.pdf
"H.R. 3928, Utah Public Lands Artifact Preservation Act","Tue, 15 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14143,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",H.R. 3928,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr3928sen0.pdf
"H.R. 4967, Border Commuter Student Act of 2002","Tue, 15 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14144,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 9, 2002",H.R. 4967,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr49670.pdf
"S. 2744, National Aviation Heritage Area Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14147,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2744,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s27440.pdf
"Letter to the Honorable Max Baucus regarding the cost estimate of S. 3018, the Beneficiary Access to Care and Medicare Equity Act of 2002","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14149,"Cost estimate for the bill as introduced by the Senate Committee on Finance on October 1, 2002",S. 3018,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s30180.pdf
"S. 2016, A bill to authorize the exchange of lands between an Alaska Native Village Corporation and the Department of the Interior, and for other purposes","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14134,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2016,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s20160.pdf
"S. 2623, Cedar Creek and Belle Grove National Historical Park Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14135,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2623,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26230.pdf
"H.R. 3580, Medical Device User Fee and Modernization Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14151,"Cost estimate for the bill as passed by the House of Representatives on October 9, 2002",H.R. 3580,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr358020.pdf
"S. 2731, Crossroads of the American Revolution National Heritage Act of 2002","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14137,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2731,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s273120.pdf
"S. 724, Mothers and Newborns Health Insurance Act of 2002","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14155,"Cost estimate for the bill as reported by the Senate Committee on Finance on August 1, 2002",S. 724,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s7241.pdf
"S. 2899, Atchafalaya National Heritage Area Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14140,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2899,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s28991.pdf
"S. 2937, Blue Ridge National Heritage Area Act of 2002","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14141,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2937,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29370.pdf
"S. 1339, Persian Gulf War POW/MIA Accountability Act of 2002","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14145,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 9, 2002",S. 1339,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s1339hou0.pdf
"H.R. 3421, Yosemite National Park Education Improvement Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14130,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",H.R. 3421,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr342120.pdf
"S. 2727, Paleontological Resources Preservation Act","Fri, 11 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14146,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2727,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s272700.pdf
"H.R. 4073, An act to amend the Microenterprise for Self-Reliance Act of 2000 and the Foreign Assistance Act of 1961 to increase assistance for the poorest people in developing countries under microenterprise assistance programs under those Acts","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14131,"Cost estimate for the bill as reported by the Senate Committee on Foreign Relations on October 8, 2002",H.R. 4073,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr407310.pdf
"H.R. 3656, An act to amend the International Organizations Immunities Act to provide for the applicability of that act to the European Central Bank","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14105,"Cost estimate for the bill as reported by the Senate Committee on Foreign Relations on October 8, 2002",H.R. 3656,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr36561.pdf
"S. 2823, A bill to amend the Organic Act of Guam for the purposes of clarifying the local judicial structure of Guam","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14138,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2823,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s28230.pdf
"S. 2880, Fort Bayard National Historic Landmark Act","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14139,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 2880,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s28800.pdf
"S. 2896, National AMBER Alert Network Act of 2002","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14157,"Cost estimate for the bill as passed by the Senate on September 10, 2002",S. 2896,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s28960.pdf
"H.R. 635, Homestead Steel Works National Historic Site Act","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14110,"Cost estimate for the bill as ordered reported by the House Committee on Resources on September 12, 2002",H.R. 635,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr6350.pdf
"S. 3005, Kaloko-Honokohau National Historical Park Addition Act of 2002","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14127,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on October 8, 2002",S. 3005,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s30050.pdf
"S. 2667, Peace Corps Charter for the 21st Century Act","Thu, 10 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14114,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on October 8, 2002",S. 2667,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26670.pdf
"H.R. 5478, Patient Safety and Quality Improvement Act","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14132,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on September 25, 2002",H.R. 5478,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr54780.pdf
"H.R. 1619, A bill to increase the limitation on capital losses applicable to individuals","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14150,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on October 8, 2002",H.R. 1619,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr16191.pdf
"S. 2950, A bill to amend title 49, United States Code, to authorize appropriations for the National Transportation Safety Board for fiscal years 2003, 2004, 2005, and for other purposes","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14121,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on September 19, 2002",S. 2950,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29501.pdf
"H.R. 5558, Retirement Savings and Security Act of 2002","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14153,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on October 8, 2002",H.R. 5558,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/hr55580.pdf
"S. 2951, Federal Aviation Administration Research, Engineering, and Development Act of 2002","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14210,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on September 19, 2002",S. 2951,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s29511.pdf
"S. 2608, Coastal and Estuarine Land Protection Act","Wed, 09 Oct 2002 00:00:00 -0400",https://www.cbo.gov/publication/14096,"Cost estimate for the bill as reported by the Senate Committee on Commerce, Science, and Transportation on October 3, 2002",S. 2608,https://www.cbo.gov//sites/default/files/107th-congress-2001-2002/costestimate/s26080.pdf
