Title,Date,Link,Description,Bill_Number,PDF Link
"H.R. 1752, E-BRIDGE Act","Mon, 28 Aug 2023 16:24:00 -0400",https://www.cbo.gov/publication/59532,"As ordered reported by the House Committee on Transportation and Infrastructure on July 27, 2023
",H.R. 1752,https://www.cbo.gov//system/files/2023-08/hr1752.pdf
"S. 2256, Federal Cybersecurity Workforce Expansion Act","Mon, 28 Aug 2023 16:23:00 -0400",https://www.cbo.gov/publication/59530,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2256,https://www.cbo.gov//system/files/2023-08/s2256.pdf
"H.R. 4250, PRESS Act","Mon, 28 Aug 2023 16:23:00 -0400",https://www.cbo.gov/publication/59531,"As ordered reported by the House Committee on the Judiciary on
July 19, 2023
",H.R. 4250,https://www.cbo.gov//system/files/2023-08/hr4250.pdf
"H. Con. Res. 34, a concurrent resolution expressing disapproval of the withdrawal by the Secretary of the Interior of approximately 225,504 acres of National Forest System lands in Cook, Lake, and Saint Louis Counties, Minnesota, from disposition under the United States mineral and geothermal leasing laws","Mon, 28 Aug 2023 16:21:00 -0400",https://www.cbo.gov/publication/59529,"As ordered reported by the House Committee on Natural Resources on May 17, 2023
",H. Con. Res. 34,https://www.cbo.gov//system/files/2023-08/hconres34.pdf
"H.R. 1319, Biking on Long-Distance Trails Act","Fri, 25 Aug 2023 11:31:00 -0400",https://www.cbo.gov/publication/59527,"As ordered reported by the House Committee on Natural Resources on April 28, 2023
",H.R. 1319,https://www.cbo.gov//system/files/2023-08/hr1319.pdf
"S. 306, Tule River Tribe Reserved Water Rights Settlement Act of 2023","Fri, 25 Aug 2023 11:30:00 -0400",https://www.cbo.gov/publication/59525,"As ordered reported by the Senate Committee on Indian Affairs on
March 29, 2023
",S. 306,https://www.cbo.gov//system/files/2023-08/s306.pdf
"H.R. 3299, DIGITAL Applications Act","Fri, 25 Aug 2023 11:30:00 -0400",https://www.cbo.gov/publication/59526,"As ordered reported by the House Committee on Energy and Commerce on May 24, 2023
",H.R. 3299,https://www.cbo.gov//system/files/2023-08/hr3299.pdf
"S. 728, Paycheck Fairness Act","Fri, 25 Aug 2023 11:29:00 -0400",https://www.cbo.gov/publication/59524,"As reported by the Senate Committee on Health, Education, Labor, and Pensions on July 18, 2023
",S. 728,https://www.cbo.gov//system/files/2023-08/s728.pdf
"H.R. 4691, Iran Sanctions Relief Review Act of 2023","Thu, 24 Aug 2023 16:38:00 -0400",https://www.cbo.gov/publication/59488,"As ordered reported by the House Committee on Foreign Affairs on
July 26, 2023
",H.R. 4691,https://www.cbo.gov//system/files/2023-08/hr4691.pdf
"H.R. 3152, Fight and Combat Rampant Iranian Missile Exports Act","Thu, 24 Aug 2023 16:38:00 -0400",https://www.cbo.gov/publication/59489,"As ordered reported by the House Committee on Foreign Affairs on
 July 26, 2023
",H.R. 3152,https://www.cbo.gov//system/files/2023-08/hr3152.pdf
"H.R. 4825, No Illegal Oil from Russia Act of 2023","Thu, 24 Aug 2023 16:36:00 -0400",https://www.cbo.gov/publication/59496,"As ordered reported by the House Committee on Foreign Affairs on
July 26, 2023
",H.R. 4825,https://www.cbo.gov//system/files/2023-08/hr4825.pdf
"H.R. 788, Stop Settlement Slush Funds Act of 2023","Thu, 24 Aug 2023 16:35:00 -0400",https://www.cbo.gov/publication/59520,"As ordered reported by the House Committee on the Judiciary on
 June 14, 2023
",H.R. 788,https://www.cbo.gov//system/files/2023-08/hr788.pdf
"H.R. 3371, Wounded Knee Massacre Memorial and Sacred Site Act","Thu, 24 Aug 2023 16:35:00 -0400",https://www.cbo.gov/publication/59521,"As ordered reported by the House Committee on Natural Resources on June 13, 2023
",H.R. 3371,https://www.cbo.gov//system/files/2023-08/hr3371.pdf
"S. 535, Bureau of Land Management Mineral Spacing Act","Thu, 24 Aug 2023 16:33:00 -0400",https://www.cbo.gov/publication/59523,"As reported by the Senate Committee on Energy and Natural Resources on July 11, 2023
",S. 535,https://www.cbo.gov//system/files/2023-08/s535.pdf
"H.R. 3385, a bill to direct the Secretary of Commerce to submit to Congress a report containing an assessment of the value, cost, and feasibility of a trans-Atlantic submarine fiber optic cable connecting the contiguous United States, the United States Virgin Islands, Ghana, and Nigeria","Thu, 24 Aug 2023 16:32:00 -0400",https://www.cbo.gov/publication/59522,"As ordered reported by the House Committee on Energy and Commerce on July 27, 2023
",H.R. 3385,https://www.cbo.gov//system/files/2023-08/hr3385.pdf
"S. 359, Supreme Court Ethics, Recusal, and Transparency Act of 2023","Wed, 23 Aug 2023 17:03:00 -0400",https://www.cbo.gov/publication/59519,"As ordered reported by the Senate Committee on the Judiciary on
July 20, 2023
",S. 359,https://www.cbo.gov//system/files/2023-08/s359.pdf
"S. 567, Richard L. Trumka Protecting the Right to Organize Act of 2023","Tue, 22 Aug 2023 16:17:00 -0400",https://www.cbo.gov/publication/59517,"As ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on June 21, 2023
",S. 567,https://www.cbo.gov//system/files/2023-08/s567.pdf
"S. 1822, Non-Intrusive Inspection Expansion Act","Tue, 22 Aug 2023 16:16:00 -0400",https://www.cbo.gov/publication/59516,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on June 14, 2023
",S. 1822,https://www.cbo.gov//system/files/2023-08/s1822.pdf
"S. 2291, Northern Border Coordination Act","Mon, 21 Aug 2023 15:54:00 -0400",https://www.cbo.gov/publication/59514,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2291,https://www.cbo.gov//system/files/2023-08/s2291.pdf
"S. 2272, Wildland Firefighter Paycheck Protection Act of 2023","Mon, 21 Aug 2023 10:59:00 -0400",https://www.cbo.gov/publication/59513,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 19, 2023
",S. 2272,https://www.cbo.gov//system/files/2023-08/s2272.pdf
"H.R. 3874, Veterans Education Assistance Improvement Act","Fri, 18 Aug 2023 13:04:20 -0400",https://www.cbo.gov/publication/59486,"As ordered reported by the House Committee on Veterans’ Affairs on July 26, 2023
",H.R. 3874,https://www.cbo.gov//system/files/2023-08/hr3874.pdf
"H.R. 4461, Modernization of Department of Veterans Affairs Disability Benefit Questionnaires Act","Fri, 18 Aug 2023 11:02:00 -0400",https://www.cbo.gov/publication/59479,"As ordered reported by the House Committee on Veterans’ Affairs on July 26, 2023
",H.R. 4461,https://www.cbo.gov//system/files/2023-08/hr4461.pdf
"S. 1203, Peace Corps Reauthorization Act of 2023","Thu, 17 Aug 2023 16:54:00 -0400",https://www.cbo.gov/publication/59430,"As reported by the Senate Committee on Foreign Relations on July 25, 2023
",S. 1203,https://www.cbo.gov//system/files/2023-08/s1203.pdf
"H.R. 3981, Isakson-Roe Education Oversight Expansion Act","Thu, 17 Aug 2023 14:08:00 -0400",https://www.cbo.gov/publication/59483,"As ordered reported by the House Committee on Veterans’ Affairs on July 26, 2023
",H.R. 3981,https://www.cbo.gov//system/files/2023-08/hr3981_0.pdf
"H.R. 3848, Housing our Military Veterans Effectively Act of 2023","Thu, 17 Aug 2023 14:08:00 -0400",https://www.cbo.gov/publication/59504,"As ordered reported by the House Committee on Veterans’ Affairs on July 26, 2023
",H.R. 3848,https://www.cbo.gov//system/files/2023-08/hr3848.pdf
"H.R. 3933, TAP Promotion Act","Thu, 17 Aug 2023 14:08:00 -0400",https://www.cbo.gov/publication/59487,"As ordered reported by the House Committee on Veterans’ Affairs on July 26, 2023
",H.R. 3933,https://www.cbo.gov//system/files/2023-08/hr3933.pdf
"S. 1332, Recognizing the Role of Direct Support Professionals Act","Wed, 16 Aug 2023 15:15:03 -0400",https://www.cbo.gov/publication/59500,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 1332,https://www.cbo.gov//system/files/2023-08/S1332.pdf
"H.R. 2717, Hershel “Woody” Williams National Medal of Honor Monument Location Act","Wed, 16 Aug 2023 15:15:00 -0400",https://www.cbo.gov/publication/59502,"As ordered reported by the House Committee on Natural Resources on July 26, 2023
",H.R. 2717,https://www.cbo.gov//system/files/2023-08/hr2717.pdf
"S. 2006, Safeguarding Tunisian Democracy Act of 2023","Wed, 16 Aug 2023 15:15:00 -0400",https://www.cbo.gov/publication/59421,"As reported by the Senate Committee on Foreign Relations on July 25, 2023
",S. 2006,https://www.cbo.gov//system/files/2023-08/s2006.pdf
"S. 2251, Cybersecurity Act of 2023","Wed, 16 Aug 2023 15:15:00 -0400",https://www.cbo.gov/publication/59481,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2251,https://www.cbo.gov//system/files/2023-08/s2251.pdf
"S. 2219, PUMP Technical Correction Act","Wed, 16 Aug 2023 15:15:00 -0400",https://www.cbo.gov/publication/59501,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2219,https://www.cbo.gov//system/files/2023-08/s2219.pdf
"H.R. 4741, Securing Global Telecommunications Act","Wed, 16 Aug 2023 09:01:00 -0400",https://www.cbo.gov/publication/59444,"As ordered reported by the House Committee on Foreign Affairs on July 26, 2023
",H.R. 4741,https://www.cbo.gov//system/files/2023-08/hr4741.pdf
"S. 2293, AI Leadership To Enable Accountable Deployment Act","Wed, 16 Aug 2023 09:01:00 -0400",https://www.cbo.gov/publication/59482,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2293,https://www.cbo.gov//system/files/2023-08/s2293.pdf
"H.R. 3324, a bill to extend the authority to collect Shasta-Trinity Marina fees through fiscal year 2029","Tue, 15 Aug 2023 17:50:00 -0400",https://www.cbo.gov/publication/59497,"As ordered reported by the House Committee on Natural Resources on June 21, 2023
",H.R. 3324,https://www.cbo.gov//system/files/2023-08/hr3324.pdf
"S. 2073, Eliminate Useless Reports Act of 2023","Tue, 15 Aug 2023 17:50:00 -0400",https://www.cbo.gov/publication/59498,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 2073,https://www.cbo.gov//system/files/2023-08/S2073.pdf
"S. 1540, a bill to amend the Forest and Rangeland Renewable Resources Planning Act of 1974 and the Federal Land Policy and Management Act of 1976 to provide for circumstances under which reinitiation of consultation is not required under a land and resource management plan or land use plan under those Acts, and for other purposes","Tue, 15 Aug 2023 16:35:00 -0400",https://www.cbo.gov/publication/59494,"As reported by the Senate Committee on Energy and Natural Resources on July 25, 2023
",S. 1540,https://www.cbo.gov//system/files/2023-08/s1540.pdf
"H.R. 4762, a bill to amend title 49, United States Code, to extend the non premium war risk insurance program","Tue, 15 Aug 2023 16:34:00 -0400",https://www.cbo.gov/publication/59492,"As ordered reported by the House Committee on Transportation and Infrastructure on July 27, 2023
",H.R. 4762,https://www.cbo.gov//system/files/2023-08/hr4762.pdf
"H.R. 200, Forest Information Reform Act","Tue, 15 Aug 2023 16:34:00 -0400",https://www.cbo.gov/publication/59493,"As ordered reported by the House Committee on Natural Resources on May 17, 2023
",H.R. 200,https://www.cbo.gov//system/files/2023-08/hr200.pdf
"S. 1973, All-American Flag Act","Tue, 15 Aug 2023 16:33:00 -0400",https://www.cbo.gov/publication/59491,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 26, 2023
",S. 1973,https://www.cbo.gov//system/files/2023-08/s1973.pdf
"H.R. 3063, Retirement Fairness for Charities and Educational Institutions Act of 2023","Fri, 11 Aug 2023 17:39:00 -0400",https://www.cbo.gov/publication/59478,"As ordered reported by the House Committee on Financial Services on May 24, 2023
",H.R. 3063,https://www.cbo.gov//system/files/2023-08/hr3063.pdf
"H.R. 615, Protecting Access for Hunters and Anglers Act of 2023","Fri, 11 Aug 2023 17:38:00 -0400",https://www.cbo.gov/publication/59477,"As ordered reported by the House Committee on Natural Resources on June 21, 2023
",H.R 615,https://www.cbo.gov//system/files/2023-08/hr615.pdf
"H.R. 1547, One Seat Ride Act","Fri, 11 Aug 2023 17:16:00 -0400",https://www.cbo.gov/publication/59476,"As ordered reported by the House Committee on Transportation and Infrastructure on July 27, 2023
",H.R. 1547,https://www.cbo.gov//system/files/2023-08/hr1547.pdf
"S. 1457, Taiwan Tax Agreement Act of 2023","Thu, 10 Aug 2023 16:04:00 -0400",https://www.cbo.gov/publication/59473,"As reported by the Senate Committee on Foreign Relations
on July 25, 2023
",S. 1457,https://www.cbo.gov//system/files/2023-08/s1457.pdf
"H.R. 3389, Emergency Wildfire Fighting Technology Act of 2023","Thu, 10 Aug 2023 16:03:00 -0400",https://www.cbo.gov/publication/59472,"As ordered reported by the House Committee on Natural Resources on June 13, 2023
",H.R. 3389,https://www.cbo.gov//system/files/2023-08/hr3389.pdf
"H.R. 2577, DHS Suicide Prevention and Resiliency for Law Enforcement Act","Thu, 10 Aug 2023 16:01:00 -0400",https://www.cbo.gov/publication/59471,"As ordered reported by the House Committee on Homeland Security on July 12, 2023
",H.R. 2577,https://www.cbo.gov//system/files/2023-08/hr2577.pdf
"H.R. 1450, Treating Tribes and Counties as Good Neighbors Act","Thu, 10 Aug 2023 15:59:00 -0400",https://www.cbo.gov/publication/59470,"As ordered reported by the House Committee on Natural Resources on June 13, 2023
",H.R. 1450,https://www.cbo.gov//system/files/2023-08/hr1450_NR.pdf
"H.R 1450, Treating Tribes and Counties as Good Neighbors Act","Thu, 10 Aug 2023 15:57:56 -0400",https://www.cbo.gov/publication/59469,"As ordered reported by the House Committee on Agriculture
on May 11, 2023
",H.R. 1450,https://www.cbo.gov//system/files/2023-08/hr1450_Ag.pdf
"H.R. 663, Native American Child Protection Act","Wed, 09 Aug 2023 16:06:00 -0400",https://www.cbo.gov/publication/59468,"As ordered reported by the House Committee on Natural Resources on May 17, 2023
",H.R. 663,https://www.cbo.gov//system/files/2023-08/hr663_ordered_reported.pdf
"H.R. 886, Save Our Seas 2.0 Amendments Act","Wed, 09 Aug 2023 16:05:00 -0400",https://www.cbo.gov/publication/59466,"As ordered reported by the House Committee on Transportation and Infrastructure on May 23, 2023
",H.R. 886,https://www.cbo.gov//system/files/2023-08/hr886_TI.pdf
"S. 1094, Journalism Competition and Preservation Act of 2023","Wed, 09 Aug 2023 16:05:00 -0400",https://www.cbo.gov/publication/59467,"As reported by the Senate Committee on the Judiciary on July 18, 2023
",S. 1094,https://www.cbo.gov//system/files/2023-08/s1094.pdf
"H.R. 4517, Ensuring Voluntary Actions are Compensated Act of 2023","Wed, 09 Aug 2023 16:04:00 -0400",https://www.cbo.gov/publication/59446,"As ordered reported by the House Committee on Foreign Relations
on July 26, 2023
",H.R. 4517,https://www.cbo.gov//system/files/2023-08/hr4517.pdf
"S. 1170, Project Safe Childhood Act","Tue, 08 Aug 2023 17:01:00 -0400",https://www.cbo.gov/publication/59464,"As reported by the Senate Committee on the Judiciary on May 15, 2023
",S. 1170,https://www.cbo.gov//system/files/2023-08/s1170.pdf
"S. 416, Holding Accountable Russian Mercenaries Act","Tue, 08 Aug 2023 17:00:00 -0400",https://www.cbo.gov/publication/59428,"As reported by the Senate Committee on Foreign Relations
on July 25, 2023
",S. 416,https://www.cbo.gov//system/files/2023-08/s416.pdf
"S. 623, a bill to amend the Alaska Native Claims Settlement Act to exclude certain payments to aged, blind, or disabled Alaska Natives or descendants of Alaska Natives from being used to determine eligibility for certain programs, and for other purposes","Mon, 07 Aug 2023 15:46:00 -0400",https://www.cbo.gov/publication/59463,"As reported by the Senate Committee on Energy and Natural Resources on July 11, 2023
",S. 623,https://www.cbo.gov//system/files/2023-08/s623.pdf
"S. 822, the Modification to Department of Defense Travel Authorities for Abortion-Related Expenses Act of 2023","Mon, 07 Aug 2023 15:45:00 -0400",https://www.cbo.gov/publication/59458,"As reported by the Senate Committee on Armed Services on July 25, 2023
",S. 822,https://www.cbo.gov//system/files/2023-08/s822.pdf
"S. 61, Combating Cartels on Social Media Act of 2023","Mon, 07 Aug 2023 15:45:00 -0400",https://www.cbo.gov/publication/59462,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on June 14, 2023
",S. 61,https://www.cbo.gov//system/files/2023-08/s61.pdf
"H.R. 4768, No Russian Agriculture Act","Mon, 07 Aug 2023 15:44:00 -0400",https://www.cbo.gov/publication/59438,"As ordered reported by the House Committee on Financial Services on July 26, 2023
",H.R. 4768,https://www.cbo.gov//system/files/2023-08/hr4768.pdf
"H.R. 1160, Critical Electric Infrastructure Cybersecurity Incident Reporting Act","Mon, 07 Aug 2023 15:44:00 -0400",https://www.cbo.gov/publication/59455,"As ordered reported by the House Committee on Energy and Commerce on February 28, 2023
",H.R. 1160,https://www.cbo.gov//system/files/2023-08/hr1160.pdf
"S. 847, International Children with Disabilities Protection Act of 2023","Mon, 07 Aug 2023 15:43:00 -0400",https://www.cbo.gov/publication/59422,"As reported by the Senate Committee on Foreign Relations
on July 25, 2023
",S. 847,https://www.cbo.gov//system/files/2023-08/s847.pdf
"H.R. 369, NIST Wildland Fire Communications and Information Dissemination Act","Fri, 04 Aug 2023 15:32:00 -0400",https://www.cbo.gov/publication/59461,"As ordered reported by the House Committee on Science, Space, and Technology on June 21, 2023
",H.R. 369,https://www.cbo.gov//system/files/2023-08/hr369.pdf
"H.R. 4143, National Construction Safety Team Enhancement Act of 2023","Fri, 04 Aug 2023 15:29:00 -0400",https://www.cbo.gov/publication/59460,"As ordered reported by the House Committee on Science, Space, and Technology on June 21, 2023
",H.R. 4143,https://www.cbo.gov//system/files/2023-08/hr4143.pdf
"H.R. 4503, AI Training Expansion Act of 2023","Fri, 04 Aug 2023 14:14:00 -0400",https://www.cbo.gov/publication/59441,"As ordered reported by the House Committee on Oversight and Accountability on July 12, 2023
",H.R. 4503,https://www.cbo.gov//system/files/2023-08/hr4503.pdf
"S. 490, Hong Kong Economic and Trade Office (HKETO) Certification Act","Thu, 03 Aug 2023 15:32:00 -0400",https://www.cbo.gov/publication/59439,"As ordered reported by the Senate Committee on Foreign Relations on July 13, 2023
",S. 490,https://www.cbo.gov//system/files/2023-08/s0490.pdf
"H.R. 4502, Modernizing the Acquisition of Cybersecurity Experts Act of 2023","Thu, 03 Aug 2023 15:32:00 -0400",https://www.cbo.gov/publication/59420,"As ordered reported by the House Committee on Oversight and Accountability on July 12, 2023
",H.R. 4502,https://www.cbo.gov//system/files/2023-08/hr4502.pdf
"S. 1466, Rim of the Valley Corridor Preservation Act","Wed, 02 Aug 2023 16:02:00 -0400",https://www.cbo.gov/publication/59456,"As reported by the Senate Committee on Energy and Natural Resources on July 25, 2023
",S. 1466,https://www.cbo.gov//system/files/2023-08/s1466.pdf
"H.R. 3283, Facilitating DIGITAL Applications Act","Wed, 02 Aug 2023 16:01:00 -0400",https://www.cbo.gov/publication/59454,"As ordered reported by the House Committee on Energy and Commerce on May 24, 2023
",H.R. 3283,https://www.cbo.gov//system/files/2023-08/hr3283.pdf
"H.R. 1380, Protecting America’s Rock Climbing Act","Wed, 02 Aug 2023 16:00:00 -0400",https://www.cbo.gov/publication/59452,"As ordered reported by the House Committee on Natural Resources on June 21, 2023
",H.R. 1380,https://www.cbo.gov//system/files/2023-08/hr1380.pdf
"S. 534, Buffalo Tract Protection Act","Wed, 02 Aug 2023 16:00:00 -0400",https://www.cbo.gov/publication/59453,"As reported by the Senate Committee on Energy and Natural Resources on July 19, 2023
",S. 534,https://www.cbo.gov//system/files/2023-08/s534.pdf
