Title,Date,Link,Description,Bill_Number,PDF Link
"S. 3181, National Moment of Remembrance Act","Fri, 22 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12948,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",S. 3181,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s31810.pdf
"H.R. 3594, Installment Tax Correction Act of 2000","Thu, 21 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12980,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",H.R. 3594,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr3594omb0.pdf
"H.R. 1653, An act to complete the orderly withdrawal of the NOAA from the civil administration of the Pribilof Islands, Alaska, and to assist in the conservation of coral reefs, and for other purposes","Thu, 21 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12943,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 14, 2000",H.R. 1653,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr16531.pdf
"H.R. 4907, Jamestown 400th Commemoration Commission Act of 2000","Wed, 20 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12944,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",H.R. 4907,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr49070.pdf
"S. 2749, An act to establish the California Trail Interpretive Center in Elko, Nevada, to facilitate the interpretation of the history of development and use of trails in the settling of the western portion of the United States . . .","Wed, 20 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12946,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",S. 2749,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s274900.pdf
"S. 2943, Assistance for International Malaria Control Act","Tue, 19 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12938,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",S. 2943,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s294330.pdf
"H.R. 4656, An act to authorize the Forest Service to convey certain lands in the Lake Tahoe Basin to the Washoe County School District for use as an elementary school site","Tue, 19 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12939,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",H.R. 4656,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr465600.pdf
"S. 2924, Internet False Identification Prevention Act of 2000","Tue, 19 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12940,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 15, 2000",S. 2924,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s292410.pdf
"H.R. 3048, Presidential Threat Protection Act of 2000","Fri, 15 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12935,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 6, 2000",H.R. 3048,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr304810.pdf
"H.R. 4640, DNA Analysis Backlog Elimination Act of 2000","Fri, 15 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12936,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 7, 2000",H.R. 4640,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr464010.pdf
"H.R. 4827, Enhanced Federal Security Act of 2000","Fri, 15 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12937,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 6, 2000",H.R. 4827,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr482700.pdf
"H.R. 5461, Shark Finning Prohibition Act","Thu, 14 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12930,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 7, 2000",H.R. 5461,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr54610.pdf
"S. 2594, An act to authorize the Secretary of the Interior to contract with the Mancos Water Conservancy District to use the Mancos Project facilities for impounding, storage, diverting, and carriage of nonproject water for the purpose . . .","Thu, 14 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12931,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 4, 2000",S. 2594,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s259400.pdf
"S. 1898, Interstate Transportation of Dangerous Criminals Act of 2000","Thu, 14 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12932,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 7, 2000",S. 1898,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s189800.pdf
"H.R. 5630, Intelligence Authorization Act for Fiscal Year 2001","Thu, 14 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12933,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 11, 2000",H.R. 5630,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr5630omb0.pdf
"H.R. 2415, Bankruptcy Reform Act of 2000","Thu, 14 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12934,"Pay-as-you-go estimate for the bill as cleared by the Congress on December 7, 2000",H.R. 2415,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr24150.pdf
"S. 2796, Water Resources Development Act of 2000","Tue, 05 Dec 2000 01:00:00 -0500",https://www.cbo.gov/publication/12928,"Pay-as-you-go estimate for the bill as cleared by the Congress on November 3, 2000",S. 2796,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s279600.pdf
"H.R. 4846, National Recording Preservation Act of 2000","Wed, 22 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12925,"Pay-as-you-go estimate for the bill as cleared by the Congress on November 1, 2000, and signed by the President on November 9, 2000
",H.R. 4846,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr484600.pdf
"S. 1402, Veterans Benefits and Health Care Improvement Act of 2000","Wed, 22 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12926,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 18, 2000, and signed into law by the President on November 1, 2000",S. 1402,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s140200.pdf
"H.R. 4986, FSC Repeal and Extraterritorial Income Exclusion Act of 2000","Mon, 20 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12924,"Pay-as-you-go estimate for the bill as cleared by the Congress on November 14, 2000",H.R. 4986,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr498630.pdf
"S. 1474, Palmetto Bend Conveyance Act","Thu, 16 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12922,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",S. 1474,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s147430.pdf
"H.R. 5331, An act to authorize the Frederick Douglass Gardens, Inc., to establish a memorial and gardens on Department of the Interior lands in the District of Columbia or its environs in honor and commemoration of Frederick Douglass","Tue, 14 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12919,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 26, 2000",H.R. 5331,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr53310.pdf
"H.R. 2462, An act to amend the Organic Act of Guam, and for other purposes","Tue, 14 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12920,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 31, 2000",H.R. 2462,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr246200.pdf
"S. 2915, Federal Courts Improvement Act of 2000","Thu, 09 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12918,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",S. 2915,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s29150.pdf
"H.R. 2961, International Patient Act of 2000","Wed, 08 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12916,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 19, 2000, and signed by the President on November 1, 2000",H.R. 2961,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr29611.pdf
"H.R. 5178, Needlestick Safety and Prevention Act","Tue, 07 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12915,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 26, 2000, and signed by the President on November 6, 2000",H.R. 5178,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr51780.pdf
"H.R. 3244, Victims of Trafficking and Violence Protection Act of 2000","Mon, 06 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12911,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 11, 2000, and signed by the President on October 28, 2000",H.R. 3244,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr32441.pdf
"H.R. 2842, Federal Employees Health Benefits Children&#039;s Equity Act of 2000","Mon, 06 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12912,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 13, 2000, and signed by the President on October 20, 2000",H.R. 2842,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr284210.pdf
"H.R. 2884, Energy Act of 2000","Mon, 06 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12913,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",H.R. 2884,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr288420.pdf
"S. 1088, Arizona National Forest Improvement Act of 1999","Mon, 06 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12914,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 1088,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s10882.pdf
"S. 2789, An act to amend the Congressional Award Act to establish a Congressional Recognition for Excellence in Arts Education Board","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12908,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 31, 2000",S. 2789,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s27890.pdf
"S. 3239, An act to amend the Immigration and Nationality Act to provide special immigrant status for certain United States international broadcasting employees","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12909,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 31, 2000",S. 3239,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s32390.pdf
"S. 964, Cheyenne River Sioux Tribe Equitable Compensation Act","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12910,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",S. 964,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s96400.pdf
"H.R. 4788, United States Grain Standards Reauthorization Act of 2000","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12904,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",H.R. 4788,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr47880.pdf
"H.R. 5239, An act to provide for increased penalties for violations of the Export Administration Act of 1979, and for other purposes","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12905,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 30, 2000",H.R. 5239,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr523900.pdf
"S. 1474, Palmetto Bend Conveyance Act","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12906,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",S. 1474,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s147420.pdf
"S. 2020, An act to adjust the boundary of the Natchez Trace Parkway, Mississippi, and for other purposes","Fri, 03 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12907,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 31, 2000",S. 2020,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s202040.pdf
"H.R. 208, An act to amend title 5, United States Code, to allow for the contribution of certain rollover distributions to accounts in the Thrift Savings Plan, to eliminate certain waiting-period requirements for participating . . .","Thu, 02 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12899,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 10, 2000, and signed by the President on October 27, 2000",H.R. 208,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr208omb0.pdf
"H.R. 3657, An act to provide for the conveyance of a small parcel of public domain land in the San Bernardino National Forest in the state of California, and for other purposes","Thu, 02 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12900,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",H.R. 3657,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr365700.pdf
"S. 1936, Bend Pine Nursery Land Conveyance Act","Thu, 02 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12902,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",S. 1936,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s193610.pdf
"S. 2773, Dairy Market Enhancement Act of 2000","Thu, 02 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12903,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 25, 2000",S. 2773,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s277310.pdf
"S. 1482, National Marine Sanctuaries Amendments Act of 2000","Wed, 01 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12890,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",S. 1482,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s148200.pdf
"S. 768, Military Extraterritorial Jurisdiction Act of 2000","Wed, 01 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12895,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 26, 2000",S. 768,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s7681.pdf
"H.R. 1235, An act to authorize the Secretary of the Interior to enter into contracts with the Solano County Water Agency, California, to use Solano Project facilities for impounding, storage, and carriage of nonproject water for domestic, . . .","Wed, 01 Nov 2000 01:00:00 -0500",https://www.cbo.gov/publication/12882,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",H.R. 1235,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr123500.pdf
"S. 1894, An act to provide for the conveyance of certain land to Park County, Wyoming","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12891,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 1894,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s189430.pdf
"S. 1898, Interstate Transportation of Dangerous Criminals Act of 2000","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12892,"Cost estimate for the bill as passed by the Senate on October 25, 2000",S. 1898,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s18982.pdf
"S. 2440, Airport Security Improvement Act of 2000","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12893,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 25, 2000",S. 2440,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s244000.pdf
"S. 785, An act for the relief of Francis Schochenmaier and Mary Hudson","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12896,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",S. 785,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s78510.pdf
"H.R. 4365, Children&#039;s Health Act of 2000","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12901,"Pay-as-you-go estimate for the bill as cleared by the Congress on September 27, 2000, and signed by the President on October 17, 2000",H.R. 4365,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr4365omb0.pdf
"H.R. 2941, An act to establish the Las Cienegas National Conservation Area in the state of Arizona","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12884,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",H.R. 2941,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr294140.pdf
"H.R. 660, An act for the private relief of Ruth Hairston by waiver of a filing deadline for appeal from a ruling relating to her application for a survivor annuity","Tue, 31 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12889,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 27, 2000",H.R. 660,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr66030.pdf
"H.R. 4828, Steens Mountain Cooperative Management and Protection Act of 2000","Mon, 30 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12877,"Cost estimate for the bill as ordered reported by the House Committee on Resources on September 20, 2000",H.R. 4828,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr482830.pdf
"S. 2547, Great Sand Dunes National Park and Preserve Act of 2000","Mon, 30 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12894,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 25, 2000",S. 2547,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s254710.pdf
"H.R. 1651, An act to amend the Fishermen&#039;s Protective Act of 1967 to extend the period during which reimbursement may be provided to owners of United States fishing vessels for costs incurred when such a vessel is seized and detained by a . . .","Mon, 30 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12883,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 25, 2000",H.R. 1651,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr165110.pdf
"H.R. 4868, Tariff Suspension and Trade Act of 2000","Mon, 30 Oct 2000 01:00:00 -0500",https://www.cbo.gov/publication/12887,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 26, 2000",H.R. 4868,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr4868omb0.pdf
"H.R. 3646, An act for the relief of certain Persian Gulf evacuees","Fri, 27 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12878,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",H.R. 3646,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr364610.pdf
"S. 2300, Coal Market Competition Act of 2000","Fri, 27 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12879,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 2300,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s230030.pdf
"S. 484, Bring Them Home Alive Act of 2000","Fri, 27 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12880,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 24, 2000",S. 484,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s48410.pdf
"S. 610, An act to direct the Secretary of the Interior to convey certain land under the jurisdiction of the Bureau of Land Management in Washakie County and Big Horn County, Wyoming, to the Westside Irrigation District, Wyoming, . . .","Fri, 27 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12881,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 610,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s61010.pdf
"H.R. 3679, 2002 Winter Olympic Commemorative Coin Act","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12868,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",H.R. 3679,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr36790.pdf
"S. 1778, An act to provide for equal exchanges of land around the Cascade Reservoir","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12869,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 1778,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s177820.pdf
"S. 614, Indian Tribal Regulatory Reform and Business Development Act of 1999","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12870,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 614,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s6141.pdf
"S. 503, Spanish Peaks Wilderness Act of 2000","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12871,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 23, 2000",S. 503,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s50300.pdf
"H.R. 2984, An act to direct the Secretary of the Interior, through the Bureau of Reclamation, to convey to the Loup Basin Reclamation District, the Sargent River Irrigation District, and the Farwell Irrigation District, Nebraska, property . . .","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12872,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 13, 2000",H.R. 2984,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr298410.pdf
"H.R. 4205, An act to authorize appropriations for fiscal year 2001 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths . . .","Thu, 26 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12873,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 12, 2000",H.R. 4205,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr420510.pdf
"H.R. 5362, An act to increase the amount of fees charged to employers who are petitioners for the employment of H-1B nonimmigrant workers, and for other purposes","Wed, 25 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12874,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 10, 2000, and signed by the President on October 17, 2000",H.R. 5362,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr53620.pdf
"H.R. 5212, Veterans&#039; Oral History Project Act","Wed, 25 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12875,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 17, 2000",H.R. 5212,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr52120.pdf
"H.R. 707, Disaster Mitigation Act of 2000","Wed, 25 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12863,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 10, 2000",H.R. 707,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr70700.pdf
"S. 2045, American Competitiveness in the Twenty-First Century Act of 2000","Wed, 25 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12864,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 3, 2000, and signed by the President on October 17, 2000",S. 2045,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s204530.pdf
"S. 2412, National Transportation Safety Board Amendments Act of 2000","Wed, 25 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12865,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 17, 2000",S. 2412,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/s241200.pdf
"H.R. 4181, Debt Payment Incentive Act of 2000","Tue, 24 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12858,"Cost estimate for the bill as ordered reported by the House Committee on Government Reform on October 5, 2000",H.R. 4181,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr41810.pdf
"H.R. 4320, Great Ape Conservation Act of 2000","Tue, 24 Oct 2000 00:00:00 -0400",https://www.cbo.gov/publication/12859,"Pay-as-you-go estimate for the bill as cleared by the Congress on October 19, 2000",H.R. 4320,https://www.cbo.gov//sites/default/files/106th-congress-1999-2000/costestimate/hr432020.pdf
