Title,Date,Link,Description,Bill_Number
"H.R. 1217, a bill to repeal the Prevention and Public Health Fund","Fri, 08 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22095,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1217
"S. 627, Faster FOIA Act of 2011","Fri, 08 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22096,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on April 7, 2011",S. 627
"H.R. 1214, a bill to repeal mandatory funding for school-based health center construction.","Fri, 08 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22092,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1214
"H.R. 658, FAA Reauthorization and Reform Act of 2011","Thu, 07 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22089,"Pay-as-you-go table for the bill as amended by S. 223, the FAA Air Transportation Modernization and Safety Improvement Act, and Passed by the Senate on February 17, 2011",H.R. 658
"H.R. 1232, A bill to amend the Internal Revenue Code of 1986 to eliminate certain tax benefits relating to abortion","Tue, 05 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22088,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on March 31, 2011, incorporating a manager's amendment",H.R. 1232
"S. 216, Food Safety Accountability Act of 2011","Tue, 05 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22090,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on March 31, 2011",S. 216
"H.R. 1363, the Department of Defense and Further Continuing Appropriations Act, as Posted on the Rules Website on April 4, 2011","Tue, 05 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22091,,H.R. 1363
"H.R. 754, Intelligence Authorization Act for Fiscal Year 2011","Fri, 01 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22082,"Cost estimate for the bill as ordered reported by the House Permanent Select Committee on Intelligence on March 10, 2011",H.R. 754
Intelligence Authorization Act for Fiscal Year 2011,"Thu, 31 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22081,"Cost estimate for the bill as ordered reported by the Senate Select Committee on Intelligence on March 15, 2011
",S. 719
"S. 193, USA PATRIOT Act Sunset Extension Act of 2011","Thu, 31 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22083,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on March 17, 2011",S. 193
"H.J. Res. 37, A joint resolution disapproving the rule submitted by the Federal Communications Commision with respect to regulating the Internet and broadband industry practices","Wed, 30 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22079,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on March 15, 2011",H.J. Res. 37
"H.R. 910, Energy Tax Prevention Act of 2011","Wed, 30 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22080,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on March 15, 2011",H.R. 910
"H.R. 1034, Airport and Airway Trust Fund Financing Reauthorization Act of 2011","Fri, 25 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22072,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on March 16, 2011",H.R. 1034
"S. 49, Railroad Antitrust Enforcement Act of 2011","Fri, 25 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22074,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on March 3, 2011",S. 49
"H.R. 970, Federal Aviation Research and Development Reauthorization Act of 2011","Tue, 22 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22073,"Cost estimate for the bill as ordered reported by the House Committee on Science, Space, and Technology on March 17, 2011",H.R. 970
"H.R. 872, Reducing Regulatory Burdens Act of 2011","Mon, 21 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22070,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on March 16, 2011",H.R. 872
"S. 307, An act to designate the federal building and United States courthouse located at 217 West King Street in Martinsburg, West Virginia, as the &quot;W. Craig Broadwater Federal Building and United States Courthouse&quot;","Fri, 18 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22071,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on March 16, 2011",S. 307
"P.L. 112-6, the Additional Continuing Appropriations Amendments, 2011","Fri, 18 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22066,"CBO estimate for the bill as posted on the House Committee on Rules website on March 11, 2011. The bill provides funding through April 8, 2011.
",H. J. Res. 48
"H.R. 1079, Airport and Airway Extension Act of 2011","Thu, 17 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22068,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on March 16, 2011",H.R. 1079
"H.R. 899, A bill to amend title 41, United States Code, to extend the sunset date for cetain protests of task and deliver order contracts","Wed, 16 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22069,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform
",H.R. 899
"H.R. 3, No Taxpayer Funding for Abortion Act","Tue, 15 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22063,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on March 3, 2011, incorporating a Manager's Amendment
",H.R. 3
"H.R. 471, Scholarships for Opportunity and Results Act","Mon, 14 Mar 2011 00:00:00 -0400",https://www.cbo.gov/publication/22062,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on March 10, 2011",H.R. 471
"H.R. 839, HAMP Termination Act of 2011","Fri, 11 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22055,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on March 9, 2011",H.R. 839
"S. 493, SBIR/STTR Reauthorization Act of 2011","Fri, 11 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22056,"Cost estimate for the bill as ordered reported by the House Committee on Small Business and Entrepreneurship on March 9, 2011",S. 493
"H.R. 861, NSP Termination Act","Fri, 11 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22057,"Cost estimate for the bill as reported by the House Committee on Financial Services on March 9, 2011",H.R. 861
"H.R. 872, Reducing Regulatory Burdens Act of 2011","Fri, 11 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22058,"Cost estimate for the bill as ordered reported by the House Committee on Agriculture on March 9, 2011",H.R. 872
"H.R. 1, Full-Year Continuing Appropriations Act of 2011","Thu, 10 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22051,"Cost estimate for section 4017 of H.R. 1, related to the implementation of major health care legislation enacted in 2010.
",H.R. 1
"H.R. 658, FAA Reauthorization and Reform Act of 2011","Thu, 10 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22052,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on February 16, 2011, with a subsequent amendment provided to CBO on March 7, 2011",H.R. 658
"H.R. 5, Help Efficient, Accessible, Low-cost, Timely Healthcare (HEALTH) Act of 2011","Thu, 10 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22053,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on February 16, 2011",H.R. 5
"S. 23, America Invents Act","Tue, 08 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22054,"Pay-as-you-go estimate for S. 23 with amendments approved by the Senate through March 8, 2010",S. 23
"P.L. 112-4, Further Continuing Appropriations Amendments, 2011","Mon, 07 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22064,"CBO estimate of the Act providing funding for discretionary activities through March 18, 2011
",H. J. Res. 44
"P.L. 111-322, the Continuing Appropriations and Surface Transportation Extensions Act, 2011","Mon, 07 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22065,"CBO estimate of the Act providing funding for discretionary activities through March 4, 2011
",H.R. 3082
"H.R. 830, FHA Refinance Program Termination Act of 2011","Mon, 07 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22047,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on March 3, 2011",H.R. 830
"H.R. 836, Emergency Mortgage Relief Program Termination Act of 2011","Mon, 07 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22048,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on March 3, 2011",H.R. 836
"Senate amendment 149 to H.R. 1, the Full-Year Continuing Appropriations Act, 2011","Fri, 04 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22049,"Cost estimate for Senate amendment 149 to H.R. 1
",H.R. 1
"H.R. 662, Surface Transportation Extension Act of 2011","Wed, 02 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22050,"Pay-as-you-go table for the amendment to H.R. 662, offered as a Motion to Recommit with Instructions, dated February 28, 2011
",H.R. 662
"S. 23, Patent Reform Act of 2011","Tue, 01 Mar 2011 01:00:00 -0500",https://www.cbo.gov/publication/22041,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on February 3, 2011",S. 23
"H.R. 358, Protect Life Act","Mon, 28 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22040,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on February 15, 2011",H.R. 358
"H.R. 1, the Full-Year Continuing Appropriations Act, 2011","Fri, 25 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22033,"Cost estimate for the bill as passed by the House of Representatives
",H.R. 1
"H.R. 525, Veterinary Public Health Amendments Act of 2011","Fri, 25 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22035,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on February 15, 2011",H.R. 525
"H.R. 528, Neglected Infections of Impoverished Americans Act of 2011","Fri, 25 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22036,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on February 15, 2011",H.R. 528
"H.R. 570, Dental Emergency Responder Act of 2011","Fri, 25 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22037,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on February 15, 2011",H.R. 570
"H.R. 662, Surface Transportation Extension Act of 2011","Fri, 25 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22038,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on February 16, 2011
",H.R. 662
"H.R. 2, Repealing the Job-Killing Health Care Law Act","Fri, 18 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22027,"Cost estimate for the act as passed by the House of Representatives on January 19, 2011.",H.R. 2
"H.R. 4, Small Business Paperwork Mandate Elimination Act of 2011","Fri, 18 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22029,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on February 17, 2011",H.R. 4
"H.R. 705, Comprehensive 1099 Taxpayer Protection and Repayment of Exchange Subsidy Overpayments Act of 2011","Fri, 18 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22030,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on February 17, 2011",H.R. 705
"H.R. 362, A bill to redesignate the Federal building and United States Courthouse located at 200 East Wall Street in Midland, Texas, as the &quot;George H. W. Bush and George W. Bush United States Courthouse and George Mahon Federal Building&quot;","Thu, 17 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22024,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on February 16, 2011.",H.R. 362
"S. 365, A bill to make a technical amendment to the Education Sciences Reform Act of 2002","Wed, 16 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22025,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on February 16, 2011",S. 365
"H.R. 1, Full-Year Continuing Appropriations Act","Sat, 12 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22023,"Cost estimate for the bill as posted on the Rules Website on February 11, 2011
",H.R. 1
"H.R. 519, United Nations Tax Equalization Refund Act of 2011","Wed, 09 Feb 2011 01:00:00 -0500",https://www.cbo.gov/publication/22022,"Cost estimate for the bill as introduced on February 8, 2011",H.R. 519
