Title,Date,Link,Description,Bill_Number,PDF Link
"S. 980, Native American Challenge Demonstration Project Act of 2010","Wed, 15 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21985,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",S. 980,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s9801.pdf
"H.R. 6517, Omnibus Trade Act of 2010","Wed, 15 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21986,"Pay-as-you-go estimate for the bill as transmitted to CBO on December 15, 2010",H.R. 6517,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr65171.pdf
"S. 1264, Pine River Indian Irrigation Project Act of 2009","Tue, 14 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21983,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",S. 1264,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s12641.pdf
"S. 3516, Outer Continental Shelf Reform Act of 2010","Tue, 14 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21984,"Cost estimate for the bill as reported by the Senate Committee on Energy and Natural Resources on July 28, 2010",S. 3516,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s35160.pdf
"S. 3817, CAPTA Reauthorization Act of 2010","Fri, 10 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21980,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on December 1, 2010",S. 3817,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s38170.pdf
"H.R. 4853, Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010","Fri, 10 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21981,Cost estimate for Senate Amendment 4753,H.R. 4853,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/sa47530.pdf
"H.R. 4678, Foreign Manufacturers Legal Accountability Act of 2010","Thu, 09 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21977,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on July 21, 2010",H.R. 4678,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr46781.pdf
"S. 3874, Reduction of Lead in Drinking Water Act","Wed, 08 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21978,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on November 30, 2010",S. 3874,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s38740.pdf
"S. 3973, Diesel Emissions Reduction Act of 2010","Wed, 08 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21979,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on November 30, 2010",S. 3973,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s39730.pdf
"H.R. 6495, Robert C. Byrd Mine Safety Protection Act of 2010, with Amendments","Wed, 08 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21970,"Pay-as-you-go estimate for the bill as provided to CBO on December 7, 2010, with amendments",H.R. 6495,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr64950.pdf
"H.R. 6497, Development, Relief, and Education for Alien Minors Act of 2010","Wed, 08 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21976,"Cost estimate for the bill as introduced on December 7, 2010
",H.R. 6497,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr64970.pdf
"H.R. 4994, An Act to Extend Certain Expiring Provisions of the Medicare and Medicaid Programs, and for Other Purposes","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21969,"Cost estimate for the bill as introduced on December 7, 2010",H.R. 4994,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr499420.pdf
"H.R. 5811, An act to amend the Ysleta del Sur Pueblo and Alabama and Coushatta Indian Tribes of Texas Restoration Act to allow the Ysleta del Sur Pueblo Tribe to determine blood quantum requirement for membership in that tribe","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21971,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",H.R. 5811,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr58112.pdf
"S. 3992, Development, Relief, and Education for Alien Minors Act of 2010","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21973,"Cost estimate for the bill as introduced on November 30, 2010
",S. 3992,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s399200.pdf
"S. 3992, Development, Relief, and Education for Alien Minors Act of 2010","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21952,"Cost estimate for the bill as introduced on November 30, 2010",S. 3992,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s39921.pdf
"S. 2925, Domestic Minor Sex Trafficking Deterrence and Victims Support Act of 2010","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21974,"Pay-as-you-go estimate for the bill as provided to CBO with Amendments on December 6, 2010",S. 2925,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s292510.pdf
"S. 3447, Post-9/11 Veterans Educational Assistance Improvements Act of 2010","Tue, 07 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21975,"Pay-as-you-go estimate for the bill as provided to CBO on December 2, 2010",S. 3447,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s344700.pdf
"S. 3297, Zimbabwe Transition to Democracy and Economic Recovery Act of 2010","Mon, 06 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21963,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on September 21, 2010",S. 3297,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s32971.pdf
A bill for the relief of Shigeru Yamada,"Mon, 06 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21964,"Pay-as-you-go estimate for the bill as provided to CBO with an amendment on December 6, 2010",,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/yamada0.pdf
"S. 1275, National Foundation on Fitness, Sports, and Nutrition Establishment Act","Mon, 06 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21972,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on December 1, 2010",S. 1275,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s12755.pdf
"S. 3648, Pick-Sloan Tribal Commission Act of 2010","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21956,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",S. 3648,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s36481.pdf
"S. 3199, Early Hearing Detection and Intervention Act of 2010","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21962,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on December 1, 2010",S. 3199,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s31990.pdf
"S. 124, A bill for the relief of Shigeru Yamada","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21965,"Pay-as-you-go estimate for the bill as provided to CBO with an amendment on December 3, 2010",S. 124,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s1240.pdf
"S. 118, Section 202 Supportive Housing for the Elderly Act of 2010","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21953,"Pay-as-you-go estimate for the bill as transmitted to CBO on December 3, 2010",S. 118,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s11800.pdf
"H.R. 2941, a bill to reauthorize and enhance Johanna&#039;s Law to increase public awareness and knowledge with respect to gynecologic cancers","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21954,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on December 1, 2010",H.R. 2941,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr294100.pdf
"S. 3036, National Alzheimer&#039;s Project Act","Fri, 03 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21955,"Cost estimate for the bill as ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on December 1, 2010",S. 3036,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s30361.pdf
"H.R. 5281, Removal Clarification Act of 2010","Thu, 02 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21957,"Pay-as-you-go estimate for the bill as provided to CBO with amendments on December 1, 2010",H.R. 5281,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr528100.pdf
"S. 1774, A bill for the relief of Hotaru Nakama Ferschke","Thu, 02 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21958,"Pay-as-you-go estimate for the bill as provided to CBO with an amendment on December 2, 2010",S. 1774,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s17740.pdf
"H.R. 4853, Middle Class Tax Relief Act of 2010","Thu, 02 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21947,"Cost estimate for the House amendment to the Senate amendment to H.R. 4853 as reported by the House Committee on Rules on December 1, 2010
",H.R. 4853,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr48531.pdf
"H.R. 4973, National Wildlife Refuge Volunteer Improvement Act of 2010","Thu, 02 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21950,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on November 30, 2010",H.R. 4973,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr49731.pdf
"H.R. 5282, A bill to provide funds to the Army Corps of Engineers to hire veterans and members of the Armed Forces to assist the Corps with curation and historic preservation activities, and for other purposes","Thu, 02 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21951,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on November 30, 2010",H.R. 5282,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr5282-s0.pdf
"S. 3981, Unemployment Insurance Stabilization Act of 2010","Wed, 01 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21946,"Pay-as-you-go estimate for the bill as introduced on November 29, 2010",S. 3981,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s39810.pdf
"H.R. 4445, Indian Pueblo Cultural Center Clarification Act","Wed, 01 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21948,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",H.R. 4445,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr4445senate0.pdf
"S. 3903, A bill to authorize leases of up to 99 years for lands held in trust for Ohkay Owingeh Pueblo","Wed, 01 Dec 2010 01:00:00 -0500",https://www.cbo.gov/publication/21949,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on November 18, 2010",S. 3903,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s39030.pdf
"H.R. 6398, A bill to require the Federal Deposit Insurance Corporation to fully insure Interest on Lawyers Trust Accounts","Tue, 30 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21945,"Pay-as-you-go estimate for the bill, as amended on November 30, 2010",H.R. 6398,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr63980.pdf
"S. 510, FDA Food Safety Modernization Act (Senate Amendment 4702)","Mon, 29 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21943,Cost estimate for Senate Amendment 4702 to S. 510,S. 510,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s510-senate-amendment-47020.pdf
"H.R. 6184, A bill to amend the Water Resources Development Act of 2000 to extend and modify the program allowing the Secretary of the Army to accept and expend funds contributed by nonfederal public entities to expedite the evaluation of permits","Mon, 29 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21944,"Pay-as-you-go estimate for the bill as transmitted to CBO with an amendment on November 9, 2010",H.R. 6184,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr61841.pdf
"H.R. 4783, the Claims Resolutions Act of 2010 as passed by the Senate","Tue, 23 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21939,"Pay-as-you-go estimate for the act as passed by the Senate on November 19, 2010",H.R. 4783,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr478300.pdf
"S. 3806, SECURE Facilities Act of 2010","Tue, 23 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21940,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on September 29, 2010",S. 3806,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s38060.pdf
"S. 3517, Claims Processing Improvement Act of 2010","Fri, 19 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21936,"Cost estimate for the bill as ordered reported by the Senate Committee on Veterans' Affairs on August 5, 2010",S. 3517,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s35170.pdf
"S. 510, FDA Food Safety Modernization Act","Fri, 19 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21932,Pay-as-you-go estimate for Senate Amendment 4715 in the nature of a substitute to S. 510,S. 510,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s51000.pdf
"S. 1649, WMD Prevention and Preparedness Act of 2009","Fri, 19 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21935,"Cost estimate for the bill as ordered reported by the Senate Committe on Homeland Security and Governmental Affairs on November 4, 2009",S. 1649,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s16491.pdf
"H.R. 6419, Emergency Unemployment Compensation Continuation Act","Thu, 18 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21930,"Pay-as-you-go estimate for the bill as amended on November 18, 2010",H.R. 6419,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr64190.pdf
Physician Payment and Therapy Relief Act of 2010,"Thu, 18 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21931,"Pay-as-you-go estimate for the bill as introduced on November 18, 2010
",H.R. 5712,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/physicianpaymentandtherapyreliefact0.pdf
"S. 3480, Protecting Cyberspace as a National Asset Act of 2010","Wed, 17 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21929,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on June 24, 2010",S. 3480,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s34800.pdf
"H.R. 2868, Continuing Chemical Facilities Antiterrorism Security Act of 2010","Tue, 16 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21926,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on July 28, 2010, with a subsequent amendment provided to CBO on September 20, 2010",H.R. 2868,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr28681.pdf
"S. 3665, Pakistani-American Enterprise Fund Act","Tue, 16 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21927,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on September 21, 2010",S. 3665,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s36650.pdf
"Draft legislation to amend the Immigration and Nationality Act to toll, during active-duty service abroad in the Armed Forces, the periods of time to file a petition and appear for an interview to remove the conditional basis for permanent","Mon, 15 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21923,"Pay-as-you-go estimate for the legislation as provided to CBO on November 15, 2010",,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/amendimmigration0.pdf
"Draft legislation for the Marine Sergeant Michael H. Ferschke, Jr. Memorial Act, with an Amendment","Mon, 15 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21924,"Pay-as-you-go estimate for the legislation as provided to CBO on November 15, 2010",,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/ferschkepaygotable0.pdf
Draft House resolution to modify the current laws that prohibit the sale of certain videos or other items that depict animal cruelty,"Mon, 15 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21925,"Pay-as-you-go estimate for the resolution as provided to CBO on November 15, 2010",,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/animalcrueltypaygotable0.pdf
"H.R. 2142, GPRA Modernization Act of 2010","Tue, 09 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21916,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on September 29, 2010",H.R. 2142,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr2142shsga0.pdf
"S. 118, Section 202 Supportive Housing for the Elderly Act of 2010","Tue, 09 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21917,"Cost estimate for the bill as ordered reported by the Senate Committee on Banking, Housing, and Urban Affairs on September 30, 2010",S. 118,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s1182.pdf
"S. 1481, Frank Melville Supportive Housing Investment Act of 2010","Tue, 09 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21918,"Cost estimate for the bill as ordered reported by the Senate Committee on Banking, Housing, and Urban Affairs on September 30, 2010",S. 1481,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s14810.pdf
"S. 2881, FCC Commissioners&#039; Technical Resource Enhancement Act","Tue, 09 Nov 2010 01:00:00 -0500",https://www.cbo.gov/publication/21919,"Cost estimate for the bill as reported by the Senate Committee on Commerce, Science, and Transportation on August 5, 2010",S. 2881,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s2881revised0.pdf
"S. 1183, Haiti Reforestation Act of 2010","Fri, 05 Nov 2010 00:00:00 -0400",https://www.cbo.gov/publication/21915,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on September 21, 2010",S. 1183,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s11831.pdf
"H.R. 5814, Public Housing Reinvestment and Tenant Protection Act of 2010","Thu, 28 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21912,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on July 27, 2010",H.R. 5814,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr58140.pdf
"H.R. 5498, WMD Prevention and Preparedness Act of 2010","Tue, 26 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21911,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on June 23, 2010",H.R. 5498,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr54980.pdf
"S. 2925, Domestic Minor Sex Trafficking Deterrence and Victims Support Act of 2010","Mon, 25 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21909,"Cost estimate for the bill as reported by the Senate Committee on the Judicary on September 22, 2010",S. 2925,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s292500.pdf
"S. 3184, Child Protection Compact Act of 2010","Mon, 18 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21906,"Cost estimate for the bill as reported by the Senate Committee on Foreign Relations on September 28, 2010",S. 3184,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s31840.pdf
"S. 1684, Managing Arson Through Criminal History Act of 2010","Wed, 13 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21904,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on July 22, 2010",S. 1684,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s16840.pdf
"H.R. 4868, Housing Preservation and Tenant Protection Act of 2010","Fri, 08 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21901,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on July 27, 2010",H.R. 4868,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr48682.pdf
"H.R. 5663, Robert C. Byrd Miner Safety and Health Act of 2010","Thu, 07 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21899,"Cost estimate for the bill as reported by the House Committee on Education and Labor on July 29, 2010",H.R. 5663,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr566300.pdf
"S. 987, International Protecting Girls by Preventing Child Marriage Act of 2010","Thu, 07 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21900,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on September 21, 2010",S. 987,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s98700.pdf
"H.R. 5367, D.C. Courts and Public Defender Service Act of 2010","Wed, 06 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21894,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on September 23, 2010",H.R. 5367,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr53670.pdf
"H.R. 5509, Chesapeake Bay Program Reauthorization and Improvement Act","Wed, 06 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21895,"Cost estimate for the bill as ordered reported by the House Committee on Agriculture on July 28, 2010",H.R. 5509,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr55090.pdf
"S. 3447, Post-9/11 Veterans Educational Assistance Improvements Act of 2010","Wed, 06 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21896,"Cost estimate for the bill as ordered reported by the Senate Committee on Veterans' Affairs on August 5, 2010",S. 3447,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s34471.pdf
"S. 3794, FOR VETS Act of 2010","Wed, 06 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21897,"Cost estimate for the bill as passed by the Senate on September 29, 2010",S. 3794,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s37940.pdf
"H.R. 5823, United States Covered Bond Act of 2010","Fri, 01 Oct 2010 00:00:00 -0400",https://www.cbo.gov/publication/21889,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on July 28, 2010
",H.R. 5823,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr58230.pdf
"S. 3767, Food Safety Accountability Act of 2010","Thu, 30 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21884,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 23, 2010",S. 3767,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s37670.pdf
"H.R. 5866, Nuclear Energy Research and Development Act of 2010","Thu, 30 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21888,"Cost estimate for the bill as ordered reported by the House Committee on Science and Technology on September 23, 2010",H.R. 5866,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr58660.pdf
"H.R. 6162, Coin Modernization, Oversight, and Continuity Act of 2010","Wed, 29 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21892,"Pay-as-you-go table for the bill as provided to CBO by the House Committee on the Budget on September 29, 2010",H.R. 6162,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr61620.pdf
"H.R. 6166, American Eagle Palladium Bullion Coin Act of 2010","Wed, 29 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21893,"Pay-as-you-go table for the bill as provided to CBO by the House Committee on the Budget on September 29, 2010",H.R. 6166,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr61660.pdf
"H.R. 3421, Medical Debt Relief Act of 2010","Wed, 29 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21879,"Pay-as-you-go table for the bill as transmitted to CBO on September 27, 2010",H.R. 3421,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/hr342100.pdf
"S. 2925, Domestic Minor Sex Trafficking Deterrence and Victims Support Act of 2010","Wed, 29 Sep 2010 00:00:00 -0400",https://www.cbo.gov/publication/21882,"Pay-as-you-go table for the bill as provided to CBO on September 29, 2010, with amendments
",S. 2925,https://www.cbo.gov//sites/default/files/111th-congress-2009-2010/costestimate/s29252.pdf
